startdate,IPAddress,duration,responseID,LocationLatitude,LocationLongitude,Q2,Q3,Q1,Q4,Q5,Q6,Q7,Q8,Q9,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q10_1,Q10_2,Q10_3,Q10_4,Q14_14,Q10_13,Q10_12,Q10_5,Q10_7,Q10_6,Q10_8,Q10_9,Q10_10,Q10_11,Q14b_1,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q109,Q113,Q114,Q116,Q117,Q16_1,Q16_2,Q17,Q20#1_1_1,Q20#1_2_1,Q20#1_3_1,Q20#1_4_1,Q20#1_5_1,Q20#1_6_1,Q20#1_7_1,Q20#1_8_1,Q20#1_9_1,Q20#1_10_1,Q20#1_11_1,Q20#1_12_1,Q20#1_13_1,Q20#1_14_1,Q20#2_1,Q20#2_2,Q20#2_3,Q20#2_4,Q20#2_5,Q20#2_6,Q20#2_7,Q20#2_8,Q20#2_9,Q20#2_10,Q20#2_11,Q20#2_12,Q20#2_13,Q20#2_14,Q118,Q22#1_1_1,Q22#1_2_1,Q22#1_3_1,Q22#1_4_1,Q22#1_5_1,Q22#1_6_1,Q22#1_7_1,Q22#1_8_1,Q22#1_9_1,Q22#1_10_1,Q22#1_11_1,Q22#1_12_1,Q22#1_13_1,Q22#1_14_1,Q22#2_1,Q22#2_2,Q22#2_3,Q22#2_4,Q22#2_5,Q22#2_6,Q22#2_7,Q22#2_8,Q22#2_9,Q22#2_10,Q22#2_11,Q22#2_12,Q22#2_13,Q22#2_14,Q119,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q24_8,Q24_9,Q24_10,Q24_11,Q24_12,Q24_13,Q24_14,Q25,Q26,Attn check 1,Q28_2,Q28_3,Q30_1,Q30_2,Q31_1,Q31_2,Q32,Q33,Q34,Q103,Q104,Attn check 2,Q37,Q38,Q39,Q40,Q41,Q42,Q44,Q45,Q46,Q47,Q21_1,Q21_2,Q21_12,Q21_13,Q21_14,Q21_16,Q21_15,Q22_6,Q22_8,Q24 w attn check_1,Q24 w attn check_2,Q24 w attn check_3,Q24 w attn check_4,Q24 w attn check_5,Q24 w attn check_6,Q102,Q48,Q49,Q50,Q51,Q52_1,Q52_2,Q101
1/3/24 20:28,166.198.202.28,2302,R_3UcqIWMffxngBma,37.751,-97.822,1,1,18,2,6,1,3,4,4,10,30,10,20,20,10,"1,2",5,5,5,5,"1,2",5,5,5,5,5,5,5,5,,4,"1,2",4,4,4,4,4,,,,,,,,,50,,,,,25,,,,,,,,,3,,,,,3,,,,,,,,,,50,,,,,20,,,,,,,,,3,,,,,3,,,,,,,,,,2,3,3,4,4,2,4,4,4,4,4,4,4,4,15,,3,27,31,25,25,19,24,1,1,8,1,,2,3,3,2,,2,2,4,2,1,4,6,3,5,7,3,3,5,5,5,5,6,6,5,7,3,"4,5",5,1,1,40211,1011,38,2
1/3/24 20:35,174.208.164.218,1898,R_17sSX0ECLXX646t,38.7169,-121.3677,1,1,5,1,7,1,12,3,2,15,6,12,4,0,0,5,2,5,5,5,"1,2",5,5,5,5,5,5,2,5,,4,4,4,4,4,4,4,,,,,,,,,,,,,,50,,,,,,,,,,,,,,3,,,,,,,,,,,15,,,,40,,,,,,,8,,,3,,,,3,,,,,,,"2,3",,4,4,3,4,3,4,2,4,4,4,4,4,4,3,4,15,,3,12,11,26,36,16,29,1,1,"6,9",1,,2,3,2,1,3,2,2,3,1,1,4,5,4,5,5,3,2,5,5,3,5,6,5,5,7,2,"3,4,5",6,1,1,93610-8419,191,211,1
1/3/24 20:52,70.253.61.224,939,R_3Rtwd6C4PkG8D9n,29.2866,-81.0869,1,1,10,1,7,1,12,12,12,6,17,9,5,100,0,5,1,5,5,5,5,5,5,5,5,5,5,5,5,,4,4,4,4,4,4,4,,,,,,,,,,200,,,,,,,,,,,,,,"2,3",,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,4,4,4,4,4,4,4,4,4,4,4,15,,3,17,17,29,29,25,30,5,1,4,1,,2,3,3,2,,2,2,4,1,1,4,1,1,1,4,1,1,1,1,1,7,4,5,1,7,4,"2,4,5",8,1,1,32174,330,394,3
1/3/24 20:59,107.77.207.113,588,R_1dXyGJWdov2AK6t,41.8764,-87.6133,1,1,17,1,5,1,12,3,3,50,100,50,50,50,50,"1,2","1,2",5,5,5,5,5,5,5,5,5,5,5,"1,2",,4,4,4,4,4,4,4,,,,,,,,,150,150,,,,,,,,,,,,50,3,3,,,,,,,,,,,,3,,150,150,,,,,,,,,,,,50,3,3,,,,,,,,,,,,3,,2,2,4,4,4,4,4,4,4,4,4,4,4,2,15,,3,17,17,95,94,123,131,5,3,8,7,,2,2,2,3,,3,3,3,2,3,2,4,5,6,4,3,3,3,6,4,3,4,4,4,7,4,"1,3,4",6,3,1,67217,905,309,2
1/3/24 20:50,98.37.229.42,1097,R_3l0mstFyCxqpLPL,37.9285,-121.6881,1,1,5,1,7,1,12,11,11,15,45,1,19,10,10,"1,2","1,2",5,5,5,"1,2",5,5,5,5,5,5,"1,2",5,,"1,2",4,4,4,4,4,4,,,,,,,,,40,100,,,,10,,,,,,,50,,1,1,,,,1,,,,,,,1,,,0,0,,,,0,,,,,,,0,,3,3,,,,3,,,,,,,3,,,2,2,2,4,4,2,4,4,4,4,4,4,2,4,15,,3,46,46,75,75,120,120,5,2,8,8,,2,3,3,2,,2,2,4,2,1,4,4,4,4,6,4,4,4,4,4,4,4,4,2,7,4,4,6,2,1,94561,191,198,2
1/3/24 20:46,73.101.169.62,1410,R_7XbaDZIeBnkzjQl,39.9891,-76.1078,1,1,39,1,7,1,12,5,5,10,30,5,5,50,20,1,1,5,1,5,5,1,1,5,5,5,5,1,1,,4,4,4,4,4,4,4,,,,,,,,,130,140,,10,,,50,5,,,,,120,95,3,3,,3,,,3,3,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,3,4,2,4,4,4,4,4,4,2,2,20,Driving by,3,102,105,89,109,59,119,5,1,6,"2,6",,2,2,1,1,3,1,2,1,1,5,4,5,2,5,7,4,1,4,4,4,6,6,1,3,7,1,"1,4,5",3,3,1,17560,2283,1737,1
1/3/24 20:34,130.51.138.204,2217,R_5SISpDRk6HIxxCn,33.4311,-96.5512,1,1,45,2,7,1,12,6,6,20,80,50,80,80,50,"1,2","1,2",5,5,5,"1,2",5,5,5,5,5,5,"1,2","1,2",,"1,2","1,2",4,4,4,4,4,,,,,,,,,75,75,,,,20,,,,,,,50,40,3,3,,,,3,,,,,,,3,3,,80,80,,,,50,,,,,,,50,40,3,3,,,,3,,,,,,,3,3,,2,2,4,4,4,2,4,4,4,4,4,4,2,2,15,,3,62,62,55,54,83,45,5,1,"6,7","1,2,6",,2,3,3,2,,2,2,4,1,5,6,5,4,4,6,4,5,5,6,3,7,5,6,7,7,6,"3,4,5",5,2,1,75409,2567,2610,1
1/3/24 20:50,173.19.244.172,1304,R_61iS8oH9l1pIshU,43.9937,-94.6207,1,1,24,2,6,1,12,4,4,6,6,8,5,10,0,5,5,5,"1,2",5,"1,2","1,2",5,5,5,5,"1,2","1,2","1,2",,4,4,4,4,4,4,"1,2",,,,,2,,,,,,,14,,10,25,,,,,5,10,7,,,,3,,3,3,,,,,3,3,3,,,,,25,,10,20,,,,,2,18,8,,,,3,,3,3,,,,,3,3,3,,1,1,1,3,4,2,3,4,4,4,4,2,1,1,15,,3,61,38,108,59,34,66,1,1,8,"1,5,6,7,8",,2,3,1,2,,2,2,5,4,3,5,6,3,5,7,7,7,7,5,2,7,7,7,7,7,3,"1,3,4,5,6,7",7,1,1,56081,1338,1421,1
1/3/24 20:56,47.188.73.136,958,R_31HtbzQtbKcrrLe,33.0176,-96.9926,1,1,45,2,7,1,12,5,5,0,10,10,0,10,10,"1,2","1,2",5,5,5,5,5,5,5,5,5,5,5,5,,4,4,4,4,4,4,4,,,,,,,,,20,0,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,20,0,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,2,2,4,4,4,4,4,4,4,4,4,4,4,4,15,,3,30,30,60,60,75,75,5,1,5,4,,2,3,3,2,,2,2,4,2,3,4,7,4,5,7,7,7,7,7,7,5,5,6,5,7,6,"4,5,7",8,1,1,75067,2567,2628,2
1/3/24 20:58,69.255.4.220,801,R_3o5XcuqAbEOUnJb,38.6712,-76.5331,1,1,21,1,6,1,12,11,11,20,35,36,20,30,20,5,5,5,5,5,5,5,1,5,5,5,5,5,1,,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,20,,,,,,0,,,,,,,,3,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,4,4,4,4,4,2,4,4,4,4,4,4,"17,18",While commuting driving ,3,34,35,82,82,85,87,5,1,8,6,,2,3,3,2,,2,2,4,1,1,4,6,6,6,7,1,4,7,5,4,7,7,7,7,7,7,"1,4,5",7,2,1,20732,1214,1218,1
1/3/24 20:56,75.88.54.53,966,R_3XNZ93B2hj1e0cp,41.3271,-81.4513,1,1,39,2,7,1,12,6,6,5,25,12,20,18,12,"1,2","1,2",5,"1,2",5,"1,2",5,2,5,5,5,2,"1,2","1,2",,4,4,4,4,2,4,4,,2,,,,,,,25,50,,5,,15,,,,,,,12,20,3,3,,3,,3,,,,,,,3,3,,30,50,,15,,25,,15,,,,15,25,40,3,3,,3,,3,,3,,,,3,3,3,,2,2,4,2,4,2,4,3,4,4,4,2,2,2,15,,3,60,60,45,60,30,60,5,1,8,"1,5,7",,2,2,3,2,,2,2,4,1,3,2,5,1,7,6,1,1,6,4,1,6,7,6,6,7,5,"3,4,6",6,2,1,15320,2283,33,1
1/3/24 21:03,67.61.102.183,503,R_3PaoeFuKBoqUXLj,30.3722,-88.5246,1,1,25,2,3,1,12,11,11,30,100,75,30,50,20,"1,2",5,5,5,5,5,5,5,5,5,5,5,"1,2","1,2",,4,"1,2",4,4,4,4,4,,,,,,,,,300,,,,,,,,,,,,50,50,"1,2",,,,,,,,,,,,"1,2","1,2",4,200,,,,,,,,,,,,50,50,"1,2",,,,,,,,,,,,"1,2","1,2",1,1,4,4,4,4,4,4,4,4,4,4,4,2,2,20,Recommendations ,3,47,45,81,78,63,76,1,1,8,1,,2,3,3,2,,2,2,4,2,1,2,2,1,4,7,4,4,7,7,7,7,7,7,7,7,6,"4,6,7",7,3,2,39567,1426,37,2
1/3/24 21:04,76.98.183.137,514,R_6e8WzKWjrbspXv6,40.1215,-75.3269,1,1,39,2,5,1,12,10,10,0,50,30,30,90,0,5,"1,2",5,5,5,5,5,5,5,5,5,5,5,5,,4,4,4,4,4,4,4,,,,,,,,,,100,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,"1,2,3",,,,,,,,,,,,,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,20,family told me,3,21,19,28,25,8,12,5,1,8,6,,2,3,3,2,,2,2,3,2,2,4,6,3,5,4,5,6,6,6,6,6,6,6,6,7,6,"1,5,6",8,1,1,19422,2283,52,2
1/3/24 20:56,174.86.129.239,1035,R_62gPQwmy6AdmrfK,38.6249,-90.4496,1,1,26,1,7,1,12,6,6,10,30,8,15,60,5,5,"1,2",5,5,5,5,"1,2",5,5,5,5,5,"1,2",5,,4,4,4,"1,2",4,4,4,,,,3,,,,,,130,,,,,30,,,,,,25,,,3,,,,,3,,,,,,3,,,,100,,,,,40,,,,,,30,,,3,,,,,3,,,,,,3,,,2,3,4,4,4,1,4,4,4,4,4,4,2,4,15,,3,60,60,92,93,28,29,5,1,8,"1,6",,2,3,3,2,,2,2,1,2,5,4,7,7,6,2,7,7,4,4,7,1,1,1,2,7,4,"4,5,7",8,2,1,63122,1509,1407,2
1/3/24 20:43,73.221.69.107,1842,R_1ayl2TQtxRyiUZH,47.0111,-122.875,1,1,49,2,6,1,12,6,6,10,25,5,5,20,5,"1,2","1,2",5,5,"1,2","1,2",2,5,5,5,5,5,2,2,,4,4,4,4,4,4,4,,,,,,,,,10,50,,,10,5,,,,,,,,,3,3,,,2,3,,,,,,,,,3,10,15,,,10,20,15,,,,,,20,7,3,3,,,2,3,3,,,,,,3,3,3,3,3,3,4,3,3,3,4,4,4,4,4,3,3,15,,3,39,40,57,59,61,59,5,1,8,1,,2,3,2,2,,1,1,4,2,1,4,5,1,5,7,2,1,6,4,3,7,4,4,4,7,4,"3,4,7",7,3,1,98502,3001,1769,2
1/3/24 20:50,107.217.35.56,1413,R_6cHBUlFiwWzg8gh,33.7275,-86.6467,1,1,1,2,7,1,12,3,3,30,60,20,15,400,0,"1,2",5,5,"1,2",5,"1,2",5,5,5,5,5,5,"1,2","1,2",,4,4,4,4,4,4,4,,,,,,,,,30,,,10,,15,,,,,,,5,10,3,,,3,,3,,,,,,,3,3,,20,,,5,,5,,,,,,,10,7,3,,,3,,3,,,,,,,3,3,,2,4,4,3,4,2,2,4,4,4,4,4,2,2,15,,3,61,45,94,126,95,99,5,1,6,"1,7",,2,2,3,3,,2,2,5,1,5,4,2,2,4,4,4,4,5,4,3,4,4,4,4,1,3,"4,5,7",,,,,,,
1/3/24 20:57,108.67.36.181,1010,R_7QLyBdzJFTs8qmM,34.9446,-82.2214,1,1,42,2,6,1,3,2,2,20,20,10,15,10,19,"1,2","1,2",5,5,5,"1,2",5,5,5,"1,2",5,"1,2","1,2","1,2",,4,4,"1,2",4,"1,2",4,"1,2",,2,3,,2,,,,25,25,,,,5,,,,6,,6,15,10,3,3,,,,3,,,,3,,3,3,3,,10,20,,,,5,,,,5,,10,10,10,3,3,,,,3,,,,3,,3,3,3,,2,2,2,2,2,2,2,2,2,2,4,2,2,2,"19,20,21",through greer relief and resources,3,60,60,45,46,60,60,5,1,8,"1,6,7,8",,2,3,3,2,,2,2,1,1,5,4,4,1,6,7,6,2,7,6,3,7,7,2,7,7,1,"3,4,7",6,2,2,29650,2357,2380,2
1/3/24 20:53,67.170.20.84,1274,R_1DAJLZAQsmqBr47,47.7495,-122.2976,1,1,49,1,7,1,12,7,6,5,40,5,10,50,800,5,"1,2",5,5,5,5,5,5,5,5,5,"1,2","1,2","1,2",,4,4,4,4,4,4,4,,,,,,,,,,40,,,,,,,,,,20,35,75,,3,,,,,,,,,,3,3,3,,,40,,,,,,,,,,30,35,75,,3,,,,,,,,,,3,3,3,,4,2,4,4,4,4,4,4,4,4,4,4,2,2,15,,3,20,20,61,60,90,90,5,1,8,1,,2,3,3,2,,2,2,3,2,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,4,"4,6,7",5,1,1,98125,3001,2702,3
1/3/24 21:01,98.176.240.77,847,R_3n5buj7cBwZVccx,33.0893,-117.1153,1,1,5,2,6,1,12,11,11,10,30,5,20,25,10,2,1,2,5,1,5,5,5,5,5,5,1,5,2,,4,4,4,4,4,4,4,,,,,,,,,,150,,,50,,,,,,,0,,,,3,,,2,,,,,,,3,,,4,0,,0,,,,,,,,,,,50,3,,3,,,,,,,,,,,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,15,,3,38,36,43,44,24,14,5,1,8,"1,2,6",,2,3,3,3,,2,2,4,2,1,4,3,3,3,5,2,3,3,7,5,6,5,5,6,7,3,"4,5,6",7,2,1,92029,191,228,2
1/3/24 20:34,71.87.183.157,2561,R_59a4nWeqviAhZT3,35.8697,-83.7462,1,1,44,2,7,1,12,1,1,2,55,10,10,10,13,"1,2",5,5,5,5,5,5,5,5,5,5,5,5,5,,4,4,"1,2",4,4,4,4,,,3,,,,,,100,,,,,,,,,,,,,,"1,2",,,,,,,,,,,,,,4,100,,,,,,,,,,,,,,"1,2",,,,,,,,,,,,,,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,15,,3,68,77,91,113,24,27,5,3,6,8,,2,2,1,1,1,1,1,3,1,4,2,6,3,6,7,3,3,6,5,5,6,6,5,3,7,3,"3,4,6",4,4,2,37862,2471,182,4
1/3/24 20:47,74.110.215.47,1783,R_7VvaS5pWs8HiB3j,37.5147,-77.5034,1,1,48,2,6,1,3,3,3,20,20,20,20,15,5,1,5,5,5,5,1,5,5,5,5,5,5,1,1,,4,4,4,4,1,4,4,,,,,,,,,0,,,,,20,,,,,,,20,40,3,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,4,1,2,3,3,2,4,2,2,2,15,,3,78,64,108,98,108,61,5,1,8,1,,2,3,3,2,,2,2,1,1,5,4,6,5,7,7,5,5,7,5,5,7,7,7,6,7,6,"3,5,7",3,1,1,23225,2867,2370,3
1/3/24 20:53,67.61.106.147,1443,R_6ZLw7MCw41B83qV,30.3634,-88.558,1,1,25,2,7,1,12,6,6,10,35,25,25,20,0,"1,2",5,5,5,5,5,"1,2",5,5,5,5,5,1,5,,4,4,4,4,4,4,4,,,,,,,,,100,,,,,,75,,,,,,15,,3,,,,,,3,,,,,,3,,,50,,,,,,75,,,,,,,,3,,,,,,3,,,,,,,,,2,4,4,4,4,4,2,4,4,4,4,2,2,3,15,,3,65,69,118,128,80,85,5,3,6,1,,2,2,2,1,2,2,2,4,1,3,4,4,1,4,6,3,1,4,4,1,4,7,4,4,7,1,"3,4,7",6,2,1,39581,1426,37,4
1/3/24 20:50,172.58.124.129,1772,R_3dTsc7x72WV7Yyx,42.3888,-83.1895,1,1,23,2,7,1,12,4,4,45,400,100,90,200,100,5,5,2,1,1,1,5,5,5,1,5,1,1,5,,1,4,1,4,1,4,4,,,,,,,1,,,,,20,45,30,,,,0,,25,30,,,,,3,2,3,,,,3,,2,2,,2,,,35,,,,,,,,,,,,,,2,,,,,,,,,,,,3,4,4,2,2,2,2,2,4,4,4,4,2,2,2,"19,20",These businesses are well known establishments ,3,60,60,42,36,39,42,5,1,8,1,,2,2,2,1,4,1,1,1,4,1,6,7,4,7,7,7,7,7,7,7,7,6,7,7,7,2,"3,4,5",3,2,1,48223,1254,549,3
1/3/24 21:04,172.56.10.16,950,R_6s5NviZwEHhlEbz,45.0646,-93.3836,1,1,16,2,4,1,12,1,1,0,10,15,0,0,0,1,5,5,5,5,1,5,5,5,5,5,5,5,5,,4,4,1,4,1,4,4,,,,,,,,,420,,,,,20,,,,,,,,,3,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,4,4,4,2,4,4,4,4,4,4,4,4,15,,3,20,22,61,61,30,40,1,1,8,8,,2,2,1,1,2,1,1,5,2,5,4,2,2,2,6,2,1,1,2,1,6,2,4,4,7,2,7,2,2,1,52302,805,862,2
1/3/24 21:04,71.187.112.47,922,R_7OUxaXqFAhj9Bp7,40.2152,-74.7471,1,1,31,2,6,1,12,3,3,10,20,5,20,45,0,1,5,5,1,5,1,1,1,1,5,5,1,1,1,,4,4,4,4,1,4,4,,,,,,,,,100,,,0,,30,0,25,0,,,0,25,0,3,,,3,,3,3,3,3,,,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,4,4,4,2,2,2,4,4,4,2,2,2,"15,17,19",,3,120,120,147,98,204,208,5,3,8,"1,8",,2,2,2,1,2,1,1,1,1,5,4,4,2,5,6,4,4,5,3,4,6,6,5,5,7,3,"1,4,5",5,2,1,8648,1805,675,2
1/3/24 21:06,73.254.16.206,973,R_5SkSYTb7Yb06ePc,46.9763,-123.7965,1,1,49,2,4,1,12,7,7,10,30,10,20,20,10,"1,2",1,5,1,"1,2","1,2","1,2",5,5,5,5,1,"1,2",5,,"1,2","1,2",4,4,4,4,"1,2",,,,,3,,,,50,20,,10,0,10,20,,,,,20,20,,3,3,,3,3,3,3,,,,,3,3,,,50,,,,0,10,10,,,,,,20,,3,,,,3,3,3,,,,,,3,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,15,,3,23,23,50,50,107,102,5,1,8,6,,2,1,1,2,,3,1,1,2,1,4,5,5,5,5,5,5,4,5,5,5,5,5,5,7,4,"1,2,3,4,5,6",3,2,2,98557,3001,3015,2
1/3/24 21:05,192.119.144.38,1038,R_32L3lkDHP8cOOV4,40.7737,-89.9288,1,1,14,2,7,1,12,3,3,5,5,5,10,0,5,1,5,5,5,1,1,5,5,1,5,5,5,5,1,,4,4,4,4,"1,2",4,4,,2,,,,2,1,,10,,,,0,10,,,0,,,,,20,1,,,,3,1,,,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,4,2,2,2,4,2,4,4,4,4,4,2,15,,3,37,37,60,60,60,60,5,1,6,8,,2,2,2,2,,3,2,4,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"1,3,4,5,7",,,,,,,
1/3/24 20:59,70.173.22.251,1420,R_1TzAu5J0rimG3Gg,36.129,-115.2765,1,1,29,2,7,1,6,5,5,0,35,0,10,10,10,"1,2","1,2",5,5,2,2,5,5,5,5,5,2,5,5,,2,4,2,4,4,4,4,,,3,,,,,,35,35,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,35,35,,,0,25,,,,,,0,,,3,3,,,3,3,,,,,,3,,,,2,2,4,4,4,2,4,4,4,4,4,4,4,4,15,,3,61,58,80,65,4,4,4,2,8,8,,2,3,3,2,,2,2,4,2,2,1,4,3,7,7,4,4,7,6,4,5,4,4,5,7,4,"3,4,5",7,2,1,89129,1776,125,2
1/3/24 21:03,207.68.209.43,1198,R_1LaRTB5DNM5ZCtP,41.4837,-98.6893,1,1,28,2,7,1,12,9,9,5,3,3,5,5,0,"1,2",5,5,5,5,5,5,5,5,5,5,5,5,5,,"1,2",4,4,4,4,4,4,,,,,,,,,25,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,2,4,4,4,4,4,4,4,4,4,4,4,2,2,15,,3,62,61,64,64,59,58,5,3,8,1,,2,3,2,2,,2,2,1,1,5,4,4,2,4,6,2,1,5,2,1,5,4,4,3,7,1,"1,4,7",5,2,1,68852,1682,996,1
1/3/24 20:58,74.193.103.155,1493,R_7XgsDj5basgs7It,30.4942,-94.9901,1,1,45,2,7,1,12,10,10,20,60,20,35,40,25,"1,2",5,5,"1,2",5,"1,2","1,2",2,2,5,5,"1,2","1,2","1,2",,2,"1,2","1,2",2,4,4,4,,,1,2,,,,,200,,,0,,30,60,,,,,10,50,50,3,,,3,,3,3,,,,,3,1,3,,60,,,0,,45,50,20,0,,,10,50,40,1,,,2,,3,3,3,3,,,3,3,3,3,1,1,2,2,3,2,1,1,2,4,3,3,1,2,18,Facebook ,3,57,84,62,106,88,120,5,1,7,"1,2,4,7,8",,2,3,3,2,,2,2,1,2,2,2,4,3,5,7,5,4,5,5,5,5,5,5,5,7,4,"4,6,7",5,2,1,77371,2567,2771,1
1/3/24 21:07,174.235.81.230,1054,R_740egmzQHRFmvFn,34.0021,-81.0423,1,1,44,2,6,1,12,3,3,10,20,5,0,0,0,1,5,5,5,5,1,5,5,5,5,5,5,5,5,,4,4,4,4,1,4,4,,,,,,,,,35,,,,,35,,,,,,,,,3,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,4,4,3,4,4,4,4,4,4,4,4,15,,3,43,50,65,72,15,18,5,1,6,1,,2,2,1,1,1,3,3,4,2,5,4,7,7,4,7,4,1,7,7,7,7,7,7,4,7,1,"1,2,4,5",5,1,1,37683,2471,151,1
1/3/24 20:59,52.90.224.253,1626,R_6TdowvHJ6IDsl4B,39.0469,-77.4903,1,1,10,2,5,1,12,1,1,25,50,20,45,70,0,2,"1,2",5,"1,2",1,1,2,5,5,5,5,5,2,5,,4,4,4,4,"1,2",4,4,,1,,,,,,,,100,,30,20,25,,,,,,,,,,3,,3,3,3,,,,,,,,,,60,50,,10,,,140,,,,,,20,,3,3,,3,,,3,,,,,,3,,,3,1,4,1,2,2,1,4,4,4,4,4,2,4,15,,3,61,54,174,176,182,135,4,1,8,"1,5",,2,2,3,1,3,1,2,3,2,5,4,4,3,4,7,3,4,6,5,6,7,6,6,6,7,4,"4,5,7",5,2,1,32254,330,345,3
1/3/24 20:48,75.136.140.219,2291,R_5dNAxDODYaNYwiR,34.4993,-82.6575,1,1,42,1,7,1,12,2,3,8,15,10,15,6,8,"1,2","1,2",5,5,5,"1,2",5,5,5,5,5,5,"1,2","1,2",,4,4,4,4,4,4,4,,,,,,,,,50,20,,,,0,,,,,,,3,3,"1,2",1,,,,3,,,,,,,1,1,1,50,15,,,,0,,,,,,,2,3,2,1,,,,3,,,,,,,1,1,1,2,2,4,4,4,2,4,4,4,4,4,4,2,2,15,,3,31,33,122,124,30,34,5,1,4,"3,4,5,8",,2,3,2,2,,2,2,4,1,5,4,6,4,5,7,3,2,6,4,5,6,5,4,5,7,3,"4,5,7",7,1,1,29621,2357,907,3
1/3/24 20:57,108.210.56.60,1869,R_3nqQXoDJe17uJe9,40.7122,-89.6283,1,1,14,2,7,1,12,2,2,0,6,6,0,10,18,5,"1,2",5,5,5,5,"1,2",5,5,5,5,5,5,5,,4,4,1,4,"1,2",4,4,,2,,,,,,,,120,,,,,20,,,,,,,,,3,,,,,3,,,,,,,,,,120,,,,,28,,,,,,,,,3,,,,,3,,,,,,,,,4,3,4,4,4,4,3,4,4,4,4,4,4,4,15,,3,30,30,45,45,8,8,4,1,8,1,,2,1,1,1,1,1,1,1,2,5,4,1,1,1,1,2,1,3,2,3,4,4,4,4,7,4,"4,6,7",3,1,1,61604,609,681,3
1/3/24 21:18,68.62.205.37,653,R_1kUM1twWGyRTXqj,30.6717,-88.0987,1,1,1,2,3,1,3,7,7,20,50,10,5,10,5,"1,2",5,5,5,2,"1,2","1,2",5,5,5,5,2,"1,2","1,2",,4,4,2,2,"1,2",4,"1,2",,1,2,2,3,1,1,,100,,,,,50,0,,,,,,50,50,"1,2",,,,,3,3,,,,,,2,3,4,100,,,,20,50,0,,,,,0,40,0,"1,2",,,,"1,2","1,2",3,,,,,3,1,3,1,2,2,2,3,1,2,4,4,4,4,4,4,3,3,20,Social media ,3,32,68,59,112,73,122,1,1,8,"3,5,7",,2,2,2,1,2,1,1,1,1,1,5,5,6,4,5,5,6,5,6,5,6,3,5,3,7,5,"3,4,7",3,3,3,36606,1,50,3
1/3/24 21:13,73.123.161.187,951,R_7IbqS23QGGjY3ER,42.0825,-72.5621,1,1,22,2,7,1,12,6,7,50,70,30,25,40,20,"1,2",5,5,5,5,5,5,5,5,5,5,"1,2","1,2","1,2",,4,4,4,4,4,4,4,,,,,,,,,150,,,,,,,,,,,0,0,0,3,,,,,,,,,,,3,3,3,,150,,,,,,,,,,,0,0,0,3,,,,,,,,,,,3,3,3,,2,4,4,4,4,3,4,4,4,4,4,2,4,2,15,,3,120,120,240,240,240,240,5,1,8,"1,2,6,8",,2,3,3,2,,2,2,1,2,5,4,4,4,2,4,7,7,7,7,7,7,7,7,4,7,7,"4,5,7",6,2,1,1128,1239,1246,1
1/3/24 21:08,50.158.9.157,1259,R_5Dqg4ykGTEsKmBv,36.1236,-115.2757,1,1,29,1,7,1,12,11,11,10,15,5,7,0,0,1,1,5,5,5,2,1,5,5,5,5,1,2,2,,4,4,4,4,4,4,4,,,,,,,,,0,0,,,,,0,,,,,0,,,3,3,,,,,3,,,,,3,,,,,,,,,0,,,,,,,0,0,,,,,,3,,,,,,,3,3,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,15,,3,39,37,183,184,41,42,5,2,8,"1,2,6,7",,2,3,3,2,,2,2,4,2,5,4,1,1,4,5,6,1,5,2,4,7,6,2,5,7,5,"4,5,7",8,2,1,89147,1776,125,2
