RecordedDate,Q51,Q1,Q4,Q52_1,Q52_2,IPAddress
1/4/24 9:17,,14,Male,,,67.167.25.125
1/4/24 9:17,24892,50,Female,West Virginia,McDowell County,216.30.146.20
1/4/24 9:19,7421,31,Male,New Jersey,Passaic County,67.84.157.37
1/4/24 9:21,10025,33,Male,New York,New York County,67.247.38.77
1/4/24 9:21,73025,37,Female,Oklahoma,Logan County,24.253.237.113
1/4/24 9:22,90035,5,Male,California,Los Angeles County,8.3.94.19
1/4/24 9:22,60538,14,Male,Illinois,Kendall County,69.174.136.76
1/4/24 9:23,83221,13,Male,Idaho,Bingham County,38.13.242.77
1/4/24 9:23,1151,22,Female,Massachusetts,Hampden County,24.147.183.237
1/4/24 9:23,42240,18,Female,Kentucky,Christian County,66.9.48.51
1/4/24 9:24,25705,50,Male,West Virginia,Cabell County,184.15.131.157
1/4/24 9:24,20906,21,Male,Maryland,Montgomery County,108.28.27.201
1/4/24 9:25,59105,27,Male,Montana,Yellowstone County,135.134.13.3
1/4/24 9:26,10533,33,Female,New York,Westchester County,24.187.164.59
1/4/24 9:28,,43,Male,,,208.107.108.156
1/4/24 9:31,98270,49,Male,Washington,Snohomish County,50.54.213.171
1/4/24 9:31,84629,46,Female,Utah,Sanpete County,65.49.58.190
1/4/24 9:32,50312,16,Female,Iowa,Polk County,173.17.255.187
1/4/24 9:33,77441,45,Male,Texas,Fort Bend County,104.183.79.81
1/4/24 9:35,15037,39,Female,Pennsylvania,Allegheny County,174.203.139.209
1/4/24 9:35,17366,39,Male,Pennsylvania,York County,73.187.16.255
1/4/24 9:37,34231,10,Male,Florida,Sarasota County,198.134.152.73
1/4/24 9:38,78220,45,Female,Texas,Bexar County,166.198.161.55
1/4/24 9:38,45810,36,Male,Ohio,Hardin County,192.180.90.17
1/4/24 9:39,60099,14,Male,Illinois,Lake County,73.176.145.28
1/4/24 9:40,10312,33,Male,New York,Richmond County,68.174.220.73
1/4/24 9:41,48091,23,Male,Michigan,Macomb County,76.195.68.66
1/4/24 9:42,,10,Male,,,98.58.52.6
1/4/24 9:43,80241,6,Female,Colorado,Adams County,71.33.219.114
1/4/24 9:44,49058,23,Male,Michigan,Barry County,96.27.138.70
1/4/24 9:44,53716,51,Female,Wisconsin,Dane County,47.12.109.184
1/4/24 9:47,31620,11,Female,Georgia,Cook County,67.141.15.189
1/4/24 9:49,79763,45,Male,Texas,Ector County,107.178.25.237
1/4/24 9:51,66049,17,Female,Kansas,Douglas County,23.112.92.54
1/4/24 9:53,44144,36,Female,Ohio,Cuyahoga County,75.188.187.29
1/4/24 9:53,33991,10,Male,Florida,Lee County,71.54.196.110
1/4/24 9:54,93306,5,Female,California,Kern County,97.136.150.15
1/4/24 9:55,98408,49,Male,Washington,Pierce County,71.212.186.194
1/4/24 9:55,49347,23,Male,Michigan,Montcalm County,24.231.144.234
1/4/24 9:55,55616,24,Female,Minnesota,Lake County,64.188.165.205
1/4/24 9:56,45005,36,Male,Ohio,Washington County,98.100.8.70
1/4/24 9:56,83669,13,Male,Idaho,Ada County,75.174.4.41
1/4/24 9:57,85120,3,Male,Arizona,Pinal County,174.26.159.184
1/4/24 9:58,20148,48,Female,Virginia,Loudoun County,72.86.45.40
1/4/24 9:58,62521,14,Female,Illinois,Macon County,172.59.201.224
1/4/24 9:59,94599,5,Male,California,Napa County,98.37.200.43
1/4/24 10:00,14883,33,Male,New York,Tioga County,50.108.227.231
1/4/24 10:00,32666,10,Female,Florida,Alachua County,76.18.245.208
1/4/24 10:00,86442,3,Female,Arizona,Mohave County,47.216.73.199
1/4/24 10:03,77377,45,Male,Texas,Harris County,99.106.113.94
1/4/24 10:04,17078,39,Male,Pennsylvania,Lebanon County,98.235.96.88
1/4/24 10:06,62028-7033,14,Male,Illinois,Jersey County,107.77.207.188
1/4/24 10:07,92672,5,Female,California,Orange County,68.5.14.224
1/4/24 10:07,,4,Female,,,166.196.114.20
1/4/24 10:08,33315,10,Male,Florida,Broward County,76.137.54.52
1/4/24 10:09,95691,5,Male,California,Yolo County,104.220.185.143
1/4/24 10:09,97386,38,Male,Oregon,Linn County,73.96.25.213
1/4/24 10:10,80233,6,Female,Colorado,Adams County,98.50.104.106
1/4/24 10:11,11220,33,Male,New York,Kings County,68.193.115.193
1/4/24 10:13,53186,51,Male,Wisconsin,Waukesha County,205.213.2.3
1/4/24 10:13,17402,39,Female,Pennsylvania,York County,107.3.30.236
1/4/24 10:13,,11,Female,,,172.59.65.14
1/4/24 10:14,17356,39,Male,Pennsylvania,York County,174.55.219.71
1/4/24 10:16,55410,24,Male,Minnesota,Hennepin County,66.41.109.77
1/4/24 10:20,12901,33,Male,New York,Clinton County,137.142.69.227
1/4/24 10:20,64145,26,Female,Missouri,Jackson County,136.34.176.250
1/4/24 10:21,18421,39,Male,Pennsylvania,Susquehanna County,23.235.30.158
1/4/24 10:22,31535,11,Male,Georgia,Coffee County,71.29.73.111
1/4/24 10:22,18944,39,Male,Pennsylvania,Bucks County,73.141.1.82
1/4/24 10:23,1534,22,Male,Massachusetts,Worcester County,47.14.112.170
1/4/24 10:24,30401,11,Male,Georgia,Emanuel County,35.153.60.157
1/4/24 10:24,57747,43,Female,South Dakota,Fall River County,68.69.70.56
1/4/24 10:26,54615,51,Female,Wisconsin,Jackson County,172.58.12.230
1/4/24 10:26,72450,4,Female,Arkansas,Greene County,108.225.166.20
1/4/24 10:29,33881,10,Male,Florida,Polk County,70.126.228.67
1/4/24 10:32,84092,46,Male,Utah,Salt Lake County,75.169.13.90
1/4/24 10:33,17847,39,Male,Pennsylvania,Northumberland County,64.67.123.126
1/4/24 10:36,49442,23,Male,Michigan,Muskegon County,45.52.72.101
1/4/24 10:36,44052,36,Female,Ohio,Lorain County,172.59.186.107
1/4/24 10:38,,5,Female,,,76.176.38.179
1/4/24 10:40,29720,42,Female,South Carolina,Lancaster County,208.104.57.208
1/4/24 10:41,87123,32,Male,New Mexico,Bernalillo County,174.62.57.49
1/4/24 10:42,94706,5,Male,California,Alameda County,75.226.125.122
1/4/24 10:43,93308,5,Female,California,Kern County,68.79.201.205
1/4/24 10:45,62656,14,Male,Illinois,Logan County,98.212.113.76
1/4/24 10:46,49001,23,Female,Michigan,Kalamazoo County,24.247.126.44
1/4/24 10:48,34240,10,Male,Florida,Sarasota County,64.176.195.220
1/4/24 10:51,73105,37,Male,Oklahoma,Oklahoma County,72.198.122.37
1/4/24 10:52,92630,5,Male,California,Orange County,68.231.222.18
1/4/24 10:57,,45,Male,,,145.224.26.37
1/4/24 10:58,35750,1,Female,Alabama,Madison County,107.222.18.32
1/4/24 11:00,95501,5,Male,California,Humboldt County,47.208.58.77
1/4/24 11:00,21030,21,Male,Maryland,Baltimore County,96.244.255.165
1/4/24 11:04,75754,45,Female,Texas,Van Zandt County,174.246.129.234
1/4/24 11:19,10570,33,Male,New York,Westchester County,69.117.147.185
1/4/24 11:31,70611,19,Male,Louisiana,Calcasieu Parish,24.112.93.227
1/4/24 11:33,38554,44,Female,Tennessee,Overton County,149.106.56.62
1/4/24 11:37,72801,4,Male,Arkansas,Pope County,173.216.85.229
1/4/24 11:37,4981,20,Female,Maine,Penobscot County,72.224.188.200
1/4/24 11:39,33414,10,Male,Florida,Palm Beach County,174.176.236.100
1/4/24 11:40,29406,42,Female,South Carolina,Charleston County,216.59.44.180
1/4/24 11:42,35967,1,Male,Alabama,DeKalb County,64.178.251.15
1/4/24 11:45,78412,45,Male,Texas,Nueces County,24.155.142.135
1/4/24 11:49,29805,42,Male,South Carolina,Aiken County,75.248.176.235
1/4/24 11:56,36870,1,Female,Alabama,Lee County,206.85.104.101
1/4/24 11:58,6825,7,Male,Connecticut,Fairfield County,69.112.117.39
1/4/24 12:00,18360,39,Male,Pennsylvania,Monroe County,24.115.144.21
1/4/24 12:00,25427,50,Male,West Virginia,Berkeley County,50.110.168.243
1/4/24 12:02,43140,36,Male,Ohio,Madison County,172.59.33.39
1/4/24 12:02,33711,10,Male,Florida,Pinellas County,72.185.68.181
1/4/24 12:12,52240,16,Female,Iowa,Johnson County,173.23.143.83
1/4/24 12:14,,23,Female,,,107.77.195.204
1/4/24 12:16,92545,5,Male,California,Riverside County,174.216.148.153
1/4/24 12:16,60641,14,Female,Illinois,Cook County,73.72.223.144
1/4/24 12:18,66048,17,Male,Kansas,Leavenworth County,70.118.200.73
1/4/24 12:18,52049,16,Female,Iowa,Clayton County,207.177.75.213
1/4/24 12:36,46815,15,Female,Indiana,Allen County,184.18.60.34
1/4/24 12:49,93933,5,Female,California,Monterey County,52.24.136.49
1/4/24 12:52,33974,10,Male,Florida,Lee County,172.58.134.170
1/4/24 12:52,80212,6,Female,Colorado,Denver County,104.137.127.24
1/4/24 12:58,4064,20,Female,Maine,York County,76.179.16.211
1/4/24 13:26,28761,34,Male,North Carolina,McDowell County,216.116.226.248
1/4/24 13:27,52732,16,Female,Iowa,Clinton County,172.58.8.168
1/4/24 13:33,40207,18,Female,Kentucky,Jefferson County,24.210.164.19
1/4/24 13:35,34481,10,Female,Florida,Marion County,184.179.51.5
1/4/24 13:47,15010,39,Male,Pennsylvania,Beaver County,73.79.115.159
1/4/24 13:49,7869,31,Female,New Jersey,Morris County,173.63.179.154
1/4/24 13:51,27616,34,Female,North Carolina,Wake County,108.209.31.96
1/4/24 13:55,11791,33,Male,New York,Nassau County,162.83.168.247
1/4/24 14:15,98012,49,Female,Washington,Snohomish County,98.247.40.33
1/4/24 14:19,3246,30,Female,New Hampshire,Belknap County,70.109.181.114
1/4/24 14:22,60440,14,Female,Illinois,Will County,173.15.10.21
1/4/24 14:32,53210,51,Female,Wisconsin,Milwaukee County,76.39.97.46
1/4/24 14:33,98177,49,Female,Washington,King County,98.59.248.236
1/4/24 14:36,32811,10,Male,Florida,Orange County,142.196.176.252
1/4/24 14:47,31406,11,Male,Georgia,Chatham County,71.229.64.135
1/4/24 14:48,48210,23,Male,Michigan,Wayne County,68.37.239.225
1/4/24 14:52,70526,19,Female,Louisiana,Acadia Parish,184.187.139.67
1/4/24 14:53,58237,35,Male,North Dakota,Walsh County,163.123.33.169
1/4/24 14:56,89118,29,Male,Nevada,Clark County,71.48.62.165
1/4/24 15:01,23703,48,Male,Virginia,Portsmouth city,74.98.185.209
1/4/24 15:03,60004,14,Male,Illinois,Cook County,193.42.0.225
1/4/24 15:09,92392,5,Male,California,San Bernardino County,47.150.122.70
1/4/24 15:20,34442,10,Female,Florida,Citrus County,174.239.88.81
1/4/24 15:23,48180,23,Female,Michigan,Wayne County,71.227.33.106
1/4/24 15:26,85719,3,Female,Arizona,Pima County,174.205.38.216
1/4/24 15:27,46037,15,Female,Indiana,Hamilton County,76.139.29.44
1/4/24 15:28,39556,25,Female,Mississippi,Hancock County,140.106.138.191
1/4/24 15:29,49120,23,Female,Michigan,Berrien County,172.56.248.132
1/4/24 15:31,15201,39,Female,Pennsylvania,Allegheny County,96.235.17.204
1/4/24 15:31,,36,Male,,,172.58.124.124
1/4/24 15:31,16505,39,Male,Pennsylvania,Erie County,66.61.106.98
1/4/24 15:33,85653,3,Female,Arizona,Pima County,98.48.203.24
1/4/24 15:34,43211,36,Female,Ohio,Franklin County,76.181.234.222
1/4/24 15:35,14224,33,Female,New York,Erie County,174.208.33.98
1/4/24 15:39,3820,30,Female,New Hampshire,Strafford County,174.180.1.195
1/4/24 15:40,12901,33,Male,New York,Clinton County,68.191.15.6
1/4/24 15:41,19026,39,Female,Pennsylvania,Delaware County,68.162.103.170
1/4/24 15:41,37327,44,Female,Tennessee,Sequatchie County,98.143.10.231
1/4/24 15:42,83642,13,Male,Idaho,Ada County,172.56.201.23
1/4/24 15:43,89511,29,Female,Nevada,Washoe County,35.151.70.22
1/4/24 15:44,92675,5,Male,California,Orange County,172.56.184.97
1/4/24 15:45,48160,23,Female,Michigan,Washtenaw County,104.191.244.192
1/4/24 15:47,,45,Female,,,174.246.134.106
1/4/24 15:47,25979,50,Female,West Virginia,Summers County,174.219.118.144
1/4/24 15:48,89511,29,Female,Nevada,Washoe County,99.148.191.118
1/4/24 15:49,68784,28,Female,Nebraska,Dixon County,209.74.231.80
1/4/24 15:49,32257,10,Female,Florida,Duval County,73.53.183.215
1/4/24 15:50,19006,39,Female,Pennsylvania,Montgomery County,76.98.212.44
1/4/24 15:50,12477,33,Female,New York,Ulster County,67.243.82.60
1/4/24 15:52,1824,22,Male,Massachusetts,Middlesex County,50.232.60.190
1/4/24 15:54,40504,18,Female,Kentucky,Fayette County,107.10.164.134
1/4/24 15:55,64137,26,Male,Missouri,Jackson County,75.81.139.156
1/4/24 15:57,30045,11,Female,Georgia,Gwinnett County,24.98.52.216
1/4/24 15:59,,34,Female,,,71.15.240.92
1/4/24 16:00,75077,45,Male,Texas,Denton County,47.188.241.193
1/4/24 16:02,39564,25,Male,Mississippi,Jasper County,99.102.227.235
1/4/24 16:02,53598,51,Male,Wisconsin,Dane County,35.145.224.198
1/4/24 16:03,14527,33,Female,New York,Yates County,67.241.245.46
1/4/24 16:04,49509,23,Female,Michigan,Kent County,172.124.227.55
1/4/24 16:07,94536,5,Female,California,Alameda County,75.49.253.25
1/4/24 16:08,85711,3,Female,Arizona,Pima County,174.240.161.88
1/4/24 16:08,21044,21,Male,Maryland,Howard County,76.100.23.31
1/4/24 16:10,53024,51,Female,Wisconsin,Ozaukee County,24.211.10.113
1/4/24 16:11,8360,31,Female,New Jersey,Cumberland County,73.178.17.120
1/4/24 16:16,95130,5,Female,California,Santa Clara County,18.144.174.158
1/4/24 16:16,27520,34,Female,North Carolina,Johnston County,75.180.194.127
1/4/24 16:17,44412,36,Male,Ohio,Portage County,71.213.7.157
1/4/24 16:22,92114,5,Female,California,San Diego County,70.181.206.24
1/4/24 16:24,22973,48,Male,Virginia,Greene County,107.170.19.5
1/4/24 16:28,33510,10,Female,Florida,Hillsborough County,68.200.229.140
1/4/24 16:30,8861,31,Female,New Jersey,Middlesex County,70.21.212.186
1/4/24 16:31,74012,37,Male,Oklahoma,Tulsa County,173.191.152.198
1/4/24 16:32,54301,51,Male,Wisconsin,Brown County,72.131.54.213
1/4/24 16:33,33024,10,Female,Florida,Broward County,66.229.38.12
1/4/24 16:33,32408,10,Male,Florida,Bay County,104.62.12.223
1/4/24 16:34,,26,Male,,,216.229.70.192
1/4/24 16:37,85326,3,Male,Arizona,Maricopa County,71.209.175.188
1/4/24 16:40,15401,39,Male,Pennsylvania,Fayette County,172.59.137.83
1/4/24 16:41,,26,Female,,,172.59.74.56
1/4/24 16:42,4222,20,Female,Maine,Androscoggin County,174.242.91.36
1/4/24 16:43,32233,10,Female,Florida,Duval County,66.177.162.194
1/4/24 16:44,72554,4,Female,Arkansas,Fulton County,75.105.8.254
1/4/24 16:45,45044,36,Female,Ohio,Butler County,174.98.176.185
1/4/24 16:46,2649,22,Female,Massachusetts,Barnstable County,73.227.80.42
1/4/24 16:47,23227,48,Female,Virginia,Henrico County,108.4.5.31
1/4/24 16:49,78613,45,Male,Texas,Williamson County,107.77.218.143
1/4/24 16:49,72081,4,Female,Arkansas,White County,97.114.82.86
1/4/24 16:50,8759,31,Female,New Jersey,Ocean County,172.58.237.51
1/4/24 16:51,26437,50,Female,West Virginia,Wetzel County,74.33.98.133
1/4/24 16:53,27332,34,Male,North Carolina,Lee County,75.140.222.241
1/4/24 16:53,71282,19,Female,Louisiana,Madison Parish,184.63.158.128
1/4/24 16:56,5088,47,Male,Vermont,Windsor County,73.253.116.28
1/4/24 16:57,95835,5,Female,California,Sacramento County,73.116.30.168
1/4/24 16:57,19495,39,Female,Pennsylvania,Chester County,100.14.116.43
1/4/24 16:58,62557,14,Female,Illinois,Christian County,66.116.3.76
1/4/24 16:58,91042,5,Female,California,Los Angeles County,76.32.219.130
1/4/24 16:59,85139,3,Male,Arizona,Pinal County,199.66.171.157
1/4/24 16:59,98822,49,Male,Washington,Chelan County,66.172.96.233
1/4/24 17:00,13856,33,Male,New York,Delaware County,74.67.80.52
1/4/24 17:03,37865,44,Female,Tennessee,Sevier County,174.238.161.229
1/4/24 17:06,53022,51,Male,Wisconsin,Washington County,72.128.89.226
1/4/24 17:06,32701,10,Female,Florida,Seminole County,67.8.196.42
1/4/24 17:06,33186,10,Female,Florida,Miami-Dade County,162.229.239.254
1/4/24 17:08,4282,20,Female,Maine,Androscoggin County,72.12.76.250
1/4/24 17:09,89034,29,Male,Nevada,Clark County,72.19.58.191
1/4/24 17:11,95827,5,Female,California,Sacramento County,67.161.189.98
1/4/24 17:12,11717,33,Female,New York,Suffolk County,96.246.161.88
1/4/24 17:14,14867,33,Female,New York,Tompkins County,24.59.249.195
1/4/24 17:15,19610,39,Male,Pennsylvania,Berks County,73.230.197.165
1/4/24 17:15,19335,39,Female,Pennsylvania,Chester County,76.124.18.80
1/4/24 17:15,33458,10,Male,Florida,Palm Beach County,99.99.3.202
1/4/24 17:15,18974,39,Female,Pennsylvania,Bucks County,71.162.248.185
1/4/24 17:15,98635,49,Female,Washington,Klickitat County,107.77.205.55
1/4/24 17:16,48187,23,Male,Michigan,Wayne County,73.161.93.30
1/4/24 17:16,78109,45,Female,Texas,Bexar County,75.1.148.192
1/4/24 17:16,87144,32,Female,New Mexico,Sandoval County,173.207.161.5
1/4/24 17:20,1060,22,Male,Massachusetts,Hampshire County,24.91.109.24
1/4/24 17:20,75098,45,Female,Texas,Collin County,47.161.16.173
1/4/24 17:22,98272,49,Male,Washington,Snohomish County,172.56.104.154
1/4/24 17:22,98031,49,Male,Washington,King County,24.18.59.75
1/4/24 17:23,14606,33,Female,New York,Monroe County,166.192.43.10
1/4/24 17:24,92869,5,Male,California,Orange County,50.113.69.218
1/4/24 17:24,91304,5,Female,California,Los Angeles County,172.89.65.212
1/4/24 17:27,54768,51,Male,Wisconsin,Chippewa County,71.95.78.41
1/4/24 17:30,19971,8,Female,Delaware,Sussex County,73.129.112.133
1/4/24 17:31,43016,36,Female,Ohio,Franklin County,71.74.224.107
1/4/24 17:32,95670,5,Male,California,Sacramento County,73.220.20.57
1/4/24 17:32,,3,Female,,,184.103.166.222
1/4/24 17:33,37015,44,Female,Tennessee,Cheatham County,75.143.148.183
1/4/24 17:34,48134,23,Female,Michigan,Wayne County,68.48.227.133
1/4/24 17:34,80205,6,Female,Colorado,Denver County,35.133.48.4
1/4/24 17:37,55337,24,Male,Minnesota,Dakota County,24.131.152.79
1/4/24 17:37,,10,Female,,,73.85.32.41
1/4/24 17:39,32958,10,Male,Florida,Indian River County,108.195.62.139
1/4/24 17:40,96064,5,Female,California,Siskiyou County,38.147.34.193
1/4/24 17:40,20874,21,Female,Maryland,Montgomery County,69.143.164.72
1/4/24 17:41,48220,23,Female,Michigan,Oakland County,68.55.124.118
1/4/24 17:43,95946,5,Male,California,Nevada County,71.193.29.80
1/4/24 17:43,21740,21,Female,Maryland,Washington County,172.58.187.178
1/4/24 17:43,77379,45,Female,Texas,Harris County,76.142.158.85
1/4/24 17:44,44906,36,Female,Ohio,Richland County,74.132.85.85
1/4/24 17:45,19975,8,Male,Delaware,Sussex County,71.206.4.131
1/4/24 17:45,21619,21,Male,Maryland,Queen Anne's County,72.84.179.113
1/4/24 17:45,20678,21,Female,Maryland,Calvert County,69.136.227.248
1/4/24 17:45,45335,36,Female,Ohio,Greene County,71.67.154.154
1/4/24 17:46,30473,11,Female,Georgia,Montgomery County,173.190.177.247
1/4/24 17:47,38320,44,Female,Tennessee,Benton County,174.235.84.16
1/4/24 17:48,35022,1,Female,Alabama,Jefferson County,68.207.146.52
1/4/24 17:50,,42,Female,,,108.76.166.240
1/4/24 17:50,35175,1,Male,Alabama,Marshall County,68.113.104.225
1/4/24 17:50,58051,35,Female,North Dakota,Cass County,104.128.14.183
1/4/24 17:50,47119,15,Male,Indiana,Floyd County,74.137.38.123
1/4/24 17:50,,33,Male,,,174.44.64.178
1/4/24 17:50,65301,26,Female,Missouri,Pettis County,47.233.98.102
1/4/24 17:51,21801,21,Female,Maryland,Wicomico County,73.180.238.173
1/4/24 17:51,55101,24,Female,Minnesota,Ramsey County,73.65.108.194
1/4/24 17:54,,16,Male,,,172.86.19.193
1/4/24 17:55,47993,15,Female,Indiana,Warren County,68.51.55.156
1/4/24 17:55,8201,31,Male,New Jersey,Atlantic County,73.226.255.237
1/4/24 17:55,49058,23,Male,Michigan,Barry County,207.98.175.245
1/4/24 17:55,37886,44,Male,Tennessee,Blount County,75.131.46.76
1/4/24 17:55,93291,5,Female,California,Tulare County,67.181.239.175
1/4/24 17:57,32937,10,Male,Florida,Brevard County,67.8.254.164
1/4/24 17:58,37876,44,Male,Tennessee,Sevier County,66.234.78.40
1/4/24 18:00,,24,Male,,,4.4.123.193
1/4/24 18:01,43116,36,Male,Ohio,Pickaway County,65.186.69.193
1/4/24 18:03,23314,48,Female,Virginia,Isle of Wight County,35.148.143.12
1/4/24 18:03,76567,45,Male,Texas,Milam County,172.58.36.0
1/4/24 18:05,98258,49,Female,Washington,Snohomish County,50.34.141.202
1/4/24 18:06,92240,5,Male,California,Riverside County,76.32.1.122
1/4/24 18:07,8527,31,Male,New Jersey,Ocean County,108.5.2.238
1/4/24 18:07,77386,45,Female,Texas,Montgomery County,108.240.43.148
1/4/24 18:07,43062,36,Female,Ohio,Licking County,76.182.134.16
1/4/24 18:09,95746,5,Female,California,Placer County,65.78.156.161
1/4/24 18:09,87112,32,Male,New Mexico,Bernalillo County,174.28.25.82
1/4/24 18:13,36109,1,Female,Alabama,Montgomery County,68.186.190.10
1/4/24 18:13,32536,10,Female,Florida,Okaloosa County,68.105.61.236
1/4/24 18:15,32413,10,Female,Florida,Bay County,143.59.104.97
1/4/24 18:16,96744,12,Male,Hawaii,Honolulu County,66.27.192.110
1/4/24 18:16,53538,51,Male,Wisconsin,Jefferson County,172.220.29.198
1/4/24 18:17,45805,36,Female,Ohio,Allen County,74.134.179.211
1/4/24 18:18,6037,7,Male,Connecticut,Hartford County,35.140.160.104
1/4/24 18:20,92649,5,Male,California,Orange County,47.150.254.25
1/4/24 18:20,80916,6,Female,Colorado,El Paso County,73.95.221.247
1/4/24 18:20,,7,Male,,,75.67.11.3
1/4/24 18:21,41101,18,Male,Kentucky,Boyd County,174.103.86.68
1/4/24 18:21,82721,52,Male,Wyoming,Crook County,72.36.31.225
1/4/24 18:22,98311,49,Male,Washington,Kitsap County,73.35.241.40
1/4/24 18:24,49203,23,Female,Michigan,Jackson County,73.145.35.195
1/4/24 18:25,97838,38,Female,Oregon,Umatilla County,131.150.228.151
1/4/24 18:26,,20,Male,,,74.78.168.153
1/4/24 18:26,55119,24,Male,Minnesota,Ramsey County,24.7.244.112
1/4/24 18:27,47712,15,Female,Indiana,Vanderburgh County,74.129.119.231
1/4/24 18:28,15228,39,Male,Pennsylvania,Allegheny County,108.17.71.234
1/4/24 18:28,27712,34,Female,North Carolina,Durham County,174.109.73.105
1/4/24 18:28,19146,39,Female,Pennsylvania,Philadelphia County,173.49.69.96
1/4/24 18:30,49106,23,Female,Michigan,Berrien County,73.72.14.169
1/4/24 18:30,61704-9232,14,Female,Illinois,McLean County,50.44.126.227
1/4/24 18:33,89084,29,Male,Nevada,Clark County,70.170.41.201
1/4/24 18:37,8080,31,Female,New Jersey,Gloucester County,104.28.55.233
1/4/24 18:37,10036,33,Female,New York,New York County,72.229.221.228
1/4/24 18:37,92395,5,Female,California,San Bernardino County,137.25.223.179
1/4/24 18:38,34637,10,Male,Florida,Pasco County,47.203.135.196
1/4/24 18:39,33936,10,Female,Florida,Lee County,71.208.113.148
1/4/24 18:40,54914,51,Female,Wisconsin,Outagamie County,135.135.23.72
1/4/24 18:40,,21,Female,,,76.111.6.114
1/4/24 18:40,,5,Female,,,76.105.58.187
1/4/24 18:41,76182,45,Female,Texas,Tarrant County,107.196.243.211
1/4/24 18:41,34234,10,Male,Florida,Sarasota County,47.198.35.162
1/4/24 18:43,23235,48,Female,Virginia,Chesterfield County,73.216.115.124
1/4/24 18:44,36330,1,Female,Alabama,Coffee County,108.167.125.18
1/4/24 18:44,36108,1,Female,Alabama,Montgomery County,69.73.126.98
1/4/24 18:44,70394,19,Female,Louisiana,Lafourche Parish,71.88.74.213
1/4/24 18:44,33705,10,Female,Florida,Pinellas County,70.126.214.79
1/4/24 18:48,19464,39,Female,Pennsylvania,Montgomery County,108.2.146.114
1/4/24 18:49,34736,10,Female,Florida,Lake County,184.88.14.216
1/4/24 18:50,32246,10,Male,Florida,Duval County,162.238.44.142
1/4/24 18:50,43160,36,Female,Ohio,Fayette County,38.44.226.75
1/4/24 18:51,33897,10,Female,Florida,Polk County,172.56.97.44
1/4/24 18:52,25878,50,Female,West Virginia,Raleigh County,184.14.73.232
1/4/24 18:56,23120,48,Female,Virginia,Chesterfield County,100.7.82.137
1/4/24 18:56,53955,51,Female,Wisconsin,Columbia County,97.83.198.135
1/4/24 18:59,21222,21,Female,Maryland,Baltimore County,76.151.221.62
1/4/24 19:00,78155,45,Male,Texas,Guadalupe County,38.67.56.123
1/4/24 19:00,25401,50,Male,West Virginia,Berkeley County,69.251.124.85
1/4/24 19:00,52776,16,Female,Iowa,Muscatine County,162.217.189.136
1/4/24 19:01,63703,26,Female,Missouri,Cape Girardeau County,96.35.226.227
1/4/24 19:02,17538,39,Male,Pennsylvania,Lancaster County,172.56.28.150
1/4/24 19:03,32259,10,Male,Florida,St  Johns County,73.35.20.221
1/4/24 19:03,97222,38,Female,Oregon,Clackamas County,98.246.29.84
1/4/24 19:04,72940,4,Male,Arkansas,Sebastian County,72.204.107.179
1/4/24 19:04,92592,5,Female,California,Riverside County,47.150.30.219
1/4/24 19:07,7731,31,Female,New Jersey,Monmouth County,24.44.185.54
1/4/24 19:07,45506,36,Female,Ohio,Clark County,192.180.222.33
1/4/24 19:07,55425,24,Female,Minnesota,Hennepin County,67.4.203.160
1/4/24 19:10,85650,3,Female,Arizona,Cochise County,67.1.207.103
1/4/24 19:12,38060,44,Female,Tennessee,Fayette County,45.26.89.41
1/4/24 19:12,14605,33,Female,New York,Monroe County,98.4.179.46
1/4/24 19:12,90731,5,Male,California,Los Angeles County,104.174.182.134
1/4/24 19:13,,38,Male,,,24.20.126.80
1/4/24 19:14,44004,36,Male,Ohio,Ashtabula County,76.188.45.102
1/4/24 19:16,85234,3,Female,Arizona,Maricopa County,174.17.31.210
1/4/24 19:17,68123,28,Male,Nebraska,Sarpy County,172.58.56.109
1/4/24 19:18,38106,44,Female,Tennessee,Shelby County,174.161.192.129
1/4/24 19:19,10927,33,Female,New York,Rockland County,47.20.161.64
1/4/24 19:19,53520,51,Female,Wisconsin,Green County,166.181.87.54
1/4/24 19:20,6385,7,Male,Connecticut,New London County,32.212.80.113
1/4/24 19:20,78374,45,Male,Texas,San Patricio County,72.41.0.249
1/4/24 19:20,,32,Female,,,74.195.33.58
1/4/24 19:22,1034,22,Male,Massachusetts,Hampden County,73.142.243.4
1/4/24 19:23,90806,5,Male,California,Los Angeles County,172.58.209.150
1/4/24 19:26,76549,45,Male,Texas,Bell County,71.221.76.81
1/4/24 19:27,55318,24,Male,Minnesota,Carver County,172.58.14.128
1/4/24 19:27,29412,42,Male,South Carolina,Charleston County,174.216.3.153
1/4/24 19:30,48021,23,Male,Michigan,Macomb County,50.4.118.115
1/4/24 19:31,29540,42,Female,South Carolina,Darlington County,98.25.219.112
1/4/24 19:32,80401,5,Female,Colorado,Jefferson County,73.95.94.147
1/4/24 19:34,93535,5,Female,California,Los Angeles County,104.175.96.137
1/4/24 19:36,,45,Male,,,50.25.128.174
1/4/24 19:37,23188,48,Female,Virginia,James City County,72.218.184.8
1/4/24 19:37,30252,11,Male,Georgia,Henry County,24.181.66.83
1/4/24 19:37,48412,23,Male,Michigan,Lapeer County,174.81.196.223
